Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
1328,College like,"Adventure,Comedy",A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.,Julie Taymor,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",2018,159,4.7,261802,723.79,49
1329,We example,"Drama,Fantasy,Thriller","In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",Michael Goi,"Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber",1984,138,8.7,153385,,82
1330,Call upon director,"Drama,Fantasy,Musical","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",Justin Lin,"Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates",2009,180,4.4,406510,386.88,99
1331,Indeed happy couple best,"Action,Mystery,Thriller",A sausage strives to discover the truth about his existence.,Cary Joji Fukunaga,"Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han",2011,112,8.1,676359,344.7,
1332,South hour,"Drama,Mystery,War",John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,Morten Tyldum,"Mark Rylance, Ruby Barnhill, Penelope Wilton,Jemaine Clement",2009,108,6.4,649489,458.12,
1333,Necessary middle,"Comedy,Fantasy","A chronicle of the childhood, adolescence and burgeoning adulthood of a young, African-American, gay man growing up in a rough neighborhood of Miami.",Hannes Holm,"Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker",1983,141,4.3,280687,982.78,77
1334,Huge much spend especially,"Action,Adventure,Biography",Two best friends become rivals when they schedule their respective weddings on the same day.,Biyi Bandele,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",2003,101,7.4,406639,730.23,63
1335,Star break,"Drama,Fantasy,Thriller",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,Rawson Marshall Thurber,"Sam Worthington, Liam Neeson, Ralph Fiennes,Jason Flemyng",2010,126,4.6,825620,681.67,57
1336,Year,"Action,Crime,Sport","Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",Scott Derrickson,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Julian Richings",1988,100,5.5,726939,701.35,74
1337,Whether tax approach,"Adventure,Comedy,Family","A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",James Cameron,"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison",1983,110,4.3,835947,127.28,47
1338,Way make,"Adventure,Comedy,Romance",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,Roger Spottiswoode,"Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar, Rob Riggle",2020,98,6.9,340721,,46
1339,Bit,"Action,Drama,War","The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",Steven R. Monroe,"Billy Magnussen, Terry Chen, Teresa Navarro,Vanessa Ross",1982,97,4.2,971698,590.8,
1340,Your before avoid,Sci-Fi,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,Joss Whedon,"Vanessa Hudgens, Selena Gomez, Ashley Benson,Rachel Korine",2015,128,5.5,668362,693.48,53
1341,Late wear,"Biography,Drama,Romance","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",Noam Murro,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham",2012,177,6.5,775433,910.6,85
1342,Chance network road,"Action,Horror,Romance",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,Ridley Scott,"Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez",2001,81,6.5,342399,233.73,86
1343,Ask save still,"Comedy,Music,Romance",A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,James Wong,"Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps",1983,98,8.8,306958,391.79,37
1344,Job now,"Action,Adventure,Western",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,Nicolas Winding Refn,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",1998,134,7.7,837578,626.22,99
1345,Campaign team,"Comedy,Drama","The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",S.S. Rajamouli,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",2020,131,4.7,813729,722.59,63
1346,Executive step,"Action,Crime,Fantasy","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",Rawson Marshall Thurber,"Pierre Niney, Paula Beer, Ernst StÃ¶tzner, Marie Gruber",2023,113,8.8,61837,567.47,97
1347,Military,"Comedy,Crime,Thriller",Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,Gregory Hoblit,"Dylan Duffus, Scorcher,Shone Romulus, Jade Asha",1996,114,6.4,546204,694.11,34
1348,Grow view voice,"Comedy,Horror,Sci-Fi","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Richard Linklater,"Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson",2004,167,5.9,473908,628.1,70
1349,Decision soon ever bill,"Action,Adventure","The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",Paul W.S. Anderson,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",1988,178,4.1,585948,,85
1350,Fill miss yet,"Action,Drama,Sport","Four friends on their way to Coachella stop off in Los Angeles to tour true-crime occult sites, only to encounter a mysterious young runaway who puts them on a terrifying path to ultimate horror.",James Gray,"Riley Keough, Jena Malone, Jessie Ok Gray, Cary Joji Fukunaga",2008,119,6.5,24123,862.23,22
1351,Wrong own,"Adventure,Drama,Western","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",Christophe Lourdelet,"Callan McAuliffe, Lorraine Nicholson, Daniel Eric Gold, Clifton Collins Jr.",2019,147,7.3,712654,,41
1352,Feeling others,"Drama,Romance",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,Jeff Nichols,"Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon",1996,123,7.7,879633,881.1,45
1353,Room gas,"Animation,Adventure,Comedy",A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary Â»,Anne Fontaine,"Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns",2018,85,6.6,474448,652.21,60
1354,Several you,"Action,Crime,Thriller","Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retrieve them.",Mike Judge,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",1985,137,8.3,616338,773.98,78
1355,Include again,"Action,Adventure",Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,Rob Letterman,"Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine",1998,177,6.2,373941,994.87,40
1356,Carry money,"Crime,Mystery,Thriller","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the Demigod to set things right.",Marcus Nispel,"Richard Gere, Lior Ashkenazi, Michael Sheen,Charlotte Gainsbourg",1981,152,6,771793,586.49,60
1357,Student sure yet,"Drama,Fantasy,War","A psychological thriller about a man who bumps into an old crush and subsequently becomes obsessed with her, leading him to hold her captive underneath the animal shelter where he works. ... See full summary Â»",Mike Flanagan,"Johnny Depp, Orlando Bloom, Keira Knightley,Geoffrey Rush",2005,145,6.9,57692,696.81,67
1358,Thank school degree article,"Comedy,Fantasy","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",Colin Trevorrow,"Sofia Black-D'Elia, Analeigh Tipton,Travis Tope, Michael Kelly",1991,164,4.3,871245,310.16,25
1359,Million peace,"Animation,Family,Fantasy",Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,FranÃ§ois Simard,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright",2020,93,5.7,691299,98.55,93
1360,Usually crime my,"Drama,History",A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,Peyton Reed,"Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph",2002,120,7.6,285575,,59
1361,Candidate young college,"Adventure,Sci-Fi,Thriller","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",Dominique Abel,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",2004,152,5.6,323487,735.06,77
1362,Responsibility dark data,"Action,Drama,Horror","Sisters Olanna and Kainene return home to 1960s Nigeria, where they soon diverge on different paths. As civil war breaks out, political events loom larger than their differences as they join the fight to establish an independent republic.",Greg Tiernan,"Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola",2024,168,7.7,462776,676.01,68
1363,Cost skin generation,"Adventure,Drama,Family","In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.",Morten Tyldum,"Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",2005,97,4.2,667935,247.87,84
1364,Save,"Animation,Family,Fantasy","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",Sam Mendes,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",2021,173,4.4,791094,672.1,38
1365,Which option end quickly,"Action,Comedy,Sport","Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",Jon S. Baird,"Ice Cube, Regina Hall, Anthony Anderson, Eve",2015,129,8.2,481978,833.27,54
1366,Throw,"Drama,Sci-Fi",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Tony Scott,"Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina",1987,80,7.6,337961,561.14,77
1367,Would land,"Action,Comedy,Romance","Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",Dan Berk,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause",2020,143,8.4,192530,222.03,45
1368,Whether future friend finish,"Crime,Drama,Horror","Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",Christopher Smith,"Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar, Rob Riggle",1997,104,4.4,52948,352.27,49
1369,Dog central,"Action,Adventure,Fantasy","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",Paolo Genovese,"Jun Kunimura, Jung-min Hwang, Do-won Kwak, Woo-hee Chun",2024,99,4.5,627005,628.74,41
1370,Republican,"Drama,Sport","Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea.",Chris McCoy,"Viggo Mortensen, George MacKay, Samantha Isler,Annalise Basso",1988,174,6.3,940788,57.4,68
1371,Sister media common,"Animation,Action,Comedy","Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",Ben Young,"Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer",2018,168,4.8,600880,,36
1372,Significant believe,"Animation,Adventure,Comedy","Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",Martin Campbell,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",1995,116,4.6,461243,904.11,69
